,OBJECTID,COD_SIG,INF_NOME,INF_MORADA,FREGUESIA,INF_TELEFONE,INF_EMAIL,INF_SITE,INF_DESCRICAO,INF_FONTE,INF_ACTIVO,GlobalID,geometry
127,129,296,Biblioteca Mário Sottomayor Cardia -Faculdade Ciências Sociais Humanas da UNL,Avenida de Berna 26C (Edif 1) ,Avenidas Novas,21 790 83 00,biblioteca@fcsh.unl.pt,www.fcsh.unl.pt,"Biblioteca especializada em Ciências Sociais.
",www.fcsh.unl.pt,1,9ec75de3-3482-40c4-b349-a5c215a83a3a,POINT (-9.15080016106942 38.7405143962613)
128,130,297,Biblioteca Palácio Galveias,"Campo Pequeno
",Avenidas Novas,+351 218 173 090,bib.galveias@cm-lisboa.pt ,,"Coleção principal: livros, CD e DVD de todas as áreas da ficção e da não-ficção.

¿	Empréstimo gratuito da coleção
¿	Jornais e revistas do dia
¿	Reserva de títulos
¿	Pedido de títulos de outras Bibliotecas de Lisboa
¿	Apoio na procura de títulos, temas e informação em geral
¿	Catálogo on-line
¿	PC com internet para uso gratuito
¿	Wi-Fi gratuito
¿	Espaço infantil
¿	Reprografia
¿	Tomadas elétricas para portátil e tablet
¿	Mesas, cadeiras e sofás para estudo ou lazer
¿	Sala de grupo ou comunitária
¿	Agenda de eventos
¿	Jardim com quiosque/ cafetaria 
¿	Site: http://blx.cm-lisboa.pt  
¿	Agenda de eventos: http://blx.cm-lisboa.pt/acontece/
¿	Catálogo: http://catalogolx.cm-lisboa.pt
¿	Facebook: www.facebook.com/bibliotecasdelisboa
¿	Youtube: https://www.youtube.com/user/blxcml

Curiosidades

Em 5 de Julho de 1931, pelas 18h, era inaugurada no Palácio Galveias, no Campo Pequeno (Largo Dr. Afonso Pena) a nova Biblioteca Central, numa cerimónia solene, com a presença do presidente da República, Óscar Carmona, ministros, e outros altos dignatários.

Em 2015 encerra para obras de requalificação e ampliação da biblioteca para os pisos superiores, tendo a sua reabertura ocorrido no dia 10 de junho de 2017.


",CML - Rede BLx,1,80640adb-2857-478e-8537-4416c832503d,POINT (-9.14364361122044 38.7414346161814)
129,131,298,"Biblioteca do Gab. de Estratégia e Planeamento do Min. do Trabalho, Solidariedade e Segurança Social","Praça de Londres, 2 - 1º  ",Areeiro,+351 211 155 100,gep.biblioteca@gep.mtsss.pt,www.gep.mtsss.gov.pt ,"Biblioteca especializada nas áreas do emprego, trabalho, parceiros sociais, formação profissional, solidariedade, segurança social e ação social (família, idosos).",-,1,e77b7d10-4f36-4e45-91ea-aae7293de4c5,POINT (-9.13824229801016 38.7415464179213)
130,132,299,Biblioteca do Centro Cultural João das Regras,Rua Raul Carapinha Junta de Freguesia R/C,São Domingos de Benfica,21 724 86 10 ,geral@jf-sdomingosbenfica.pt,www.jf-sdomingosbenfica.pt,"A Biblioteca está aberta ao público em geral e funciona em regime de livre acesso à documentação. Possui obras muito diversificadas, com especial destaque para a literatura, história, ciências, etc., para leitura local e domiciliária (à excepção das obras sobre Lisboa). A Biblioteca do Centro Cultural ""João das Regras"" integra uma secção de audiovisual com vista a possibilitar uma utilização dos meios audiovisuais na prática pedagógica e na área da animação.
",www.jf-sdomingosbenfica.pt,1,3c910c5a-ade6-41ef-a496-5662b13f27ec,POINT (-9.17122805500903 38.7413434831932)
131,133,300,Information Resource Center - Embaixada Americana,Avenida das Forças Armadas Embaixada R/C,Avenidas Novas,21 727 31 27,reflisbon@state.gov,http://portugal.usembassy.gov,"O Centro fornece informações actualizadas sobre os Estados Unidos em geral, sobre política externa, aspectos sociais e políticos da sociedade norte-americana e governo federal. O acesso só pode ser feito por marcação prévia e a colecção destina-se principalmente a estudantes universitários, licenciados em preparação de mestrados ou doutoramentos e pesquisadores.
",http://portugal.usembassy.gov,1,d150c532-0bf7-47be-a5ce-62ed69e6efa4,POINT (-9.16198609410025 38.7434832522619)
132,134,301,Biblioteca dos Amigos de Lisboa,Rua Portugal Durão 58 Loja A,Avenidas Novas,21 780 01 56,amigosdelisboa@mail.telepac.pt,www.amigosdelisboa.pt,,www.amigosdelisboa.pt,1,e615fa17-1715-4f5e-97d7-a087fb15c268,POINT (-9.15841634974469 38.7435179182663)
133,137,304,Centro de Documentação do Instituto da Água,Avenida Almirante Gago Coutinho 30 R/C ,Areeiro,21 843 00 00,inforag@inag.pt,www.inag.pt,,www.inag.pt,1,a7698a0b-bb9c-44df-8b72-e9bc77f8682a,POINT (-9.13104501454473 38.7455039914582)
134,138,305,Biblioteca - Museu República e Resistência,"Rua Alberto de Sousa, 10",Avenidas Novas,+351 217 802 760,bib.republica@cm-lisboa.pt | bib.republica.emp@cm-lisboa.pt,http://blx.cm-lisboa.pt/gca/index.php?id=495,"Este equipamento disponibiliza ao público uma biblioteca, um auditório e uma sala de exposições, bem como dinamiza o questionamento de temas relacionados com Lisboa, a República, a Resistência e a Maçonaria. O átrio da BMRR conta com um mural pintado por Maria Keil.

 . Empréstimo gratuito da coleção
 . Jornais e revistas do dia
 . Reserva de títulos
 . Pedido de títulos de outras BLX
 . Apoio na procura de títulos, temas e informação em geral
 . Catálogo on-line
 . PC com internet para uso gratuito
 . Tomadas elétricas para portátil e tablet
 . Mesas, cadeiras e sofás para estudo e lazer
 . Agenda de eventos

 . Catálogo http://catalogolx.cm-lisboa.pt
 . Agenda de eventos: http://blx.cm-lisboa.pt
 . Facebook: www.facebook.com/bibliotecasdelisboa",blx,1,2a067694-f73b-4aba-bdd1-5cba03dea4be,POINT (-9.15829486367592 38.7461387792371)
135,139,306,Centro de Documentação Escola Superior de Música de Lisboa,Rua Carolina de Michaelis de Vasconcelos Esc Sup Educação Lisboa R/C,Benfica,21 322 49 45,esml@esml.ipl.pt,www.esml.ipl.pt,"Especializado em documentação gráfica, fonográfica e audiovisual.
",www.esml.ipl.pt,1,9e578593-ec53-461a-8e8b-16fa6e6cb818,POINT (-9.19539832808439 38.7462643188633)
136,140,307,Centro de Documentação do Gabinete de Estudos Olisiponenses,"Estrada de Benfica, 368 ",São Domingos de Benfica,+351 217 701 100,geo@cm-lisboa.pt,http://geo.cm-lisboa.pt/,"O Centro de Documentação do Gabinete de Estudos Olisiponense reúne documentação existente sobre Lisboa, em vários suportes e sobre variadas temáticas. Conserva, trata e disponibiliza coleções e fundos documentais de várias proveniências, destacando-se a coleção Vieira da Silva, reunida por este olisipógrafo e na posse da CML. Para além desta coleção, constam do seu espólio outros fundos, parte reunidos por Olisipógrafos como Pastor de Macedo, Gustavo de Matos Sequeira e Alberto MacBride, ou adquiridos pela CML. Conserva a coleção Duarte Pacheco, oferecida à CML pela família, composta por monografias, fotografias, plantas e mais documentação. Disponibiliza uma importante coleção de cartografia histórica, bem como uma coleção de monografias sobre a Cidade.
A consulta documental é feita no local, sem marcação prévia, com serviço de referência, que pode ser presencial ou solicitado por telefone ou email.
",-,1,776a1c6b-bd05-4f87-81d8-048c82efac09,POINT (-9.18279906481453 38.7466354574582)
137,141,308,Centro de Documentação do Gabinete de Estudos Olisiponenses,"Estrada de Benfica, 368 ",São Domingos de Benfica,+351 217 701 100,geo@cm-lisboa.pt,http://geo.cm-lisboa.pt/,"O Centro de Documentação do Gabinete de Estudos Olisiponense reúne documentação existente sobre Lisboa, em vários suportes e sobre variadas temáticas. Conserva, trata e disponibiliza coleções e fundos documentais de várias proveniências, destacando-se a coleção Vieira da Silva, reunida por este olisipógrafo e na posse da CML. Para além desta coleção, constam do seu espólio outros fundos, parte reunidos por Olisipógrafos como Pastor de Macedo, Gustavo de Matos Sequeira e Alberto MacBride, ou adquiridos pela CML. Conserva a coleção Duarte Pacheco, oferecida à CML pela família, composta por monografias, fotografias, plantas e mais documentação. Disponibiliza uma importante coleção de cartografia histórica, bem como uma coleção de monografias sobre a Cidade.
A consulta documental é feita no local, sem marcação prévia, com serviço de referência, que pode ser presencial ou solicitado por telefone ou email.
",-,1,8bb812f1-64c3-4875-9b01-e252054e87a3,POINT (-9.18281082956284 38.7466533665296)
138,142,309,Palácio do Beau Séjour - Gabinete de Estudos Olisiponenses,"Estrada de Benfica, 368 ",São Domingos de Benfica,+351 217 701 100,geo@cm-lisboa.pt,http://geo.cm-lisboa.pt/,"O Palácio do Beau Séjour foi mandado construir pela Viscondessa da Regaleira em 1849, na Quinta Campainhas. Adquirida posteriormente pelo Barão da Glória, sofreu algumas modificações, tendo sido a fachada do Palácio revestida a azulejo e o jardim aumentado. Por sua morte, os seus sobrinhos e herdeiros encetam uma profunda remodelação dos interiores, contratando para a empreender os irmãos Bordalo Pinheiro, Maria Augusta, Rafael e Columbano, e o decorador Francisco Vilaça. 
A Quinta das Campainhas foi legada à família Dias de Almeida, que a vende aos Maristas por volta da década de 70 do século passado. No Palácio funcionaram os serviços administrativos do Colégio. O Palácio e o jardim passam para a posse da Câmara, que os restaura, sendo hoje possível admirar o famoso teto do Salão Dourado, uma tela pintada por Columbano Bordalo Pinheiro intitulada «O Carnaval de Veneza», o lavatório ornamental de Rafael Bordalo Pinheiro, e o teto da Galeria de Pintura pintado por Francisco Vilaça, entre outros pormenores decorativos de interesse.
Desde 1992 que neste espaço funciona o Gabinete de Estudos Olisiponenses.


",-,1,e3097d07-d5ab-4e12-8306-f33684909046,POINT (-9.18279946047168 38.7466624764449)
139,143,310,APEDV - Associação Promotora de Emprego a Deficientes Visuais,"Avenida João Paulo II, Lote 525",Marvila,+351 218 310 760,info@apedv.org.pt,,,-,1,35665008-c0e4-4dac-ad41-cf61699b34c1,POINT (-9.11205132935514 38.7474753236088)
140,144,311,Biblioteca da Faculdade de Farmácia da Universidade de Lisboa,Avenida das Forças Armadas Fac Farmácia (Pav B) 1º,Alvalade,21 794 64 82 / 21 794 64 00 ,biblioteca@ff.ul.pt,www.ff.ul.pt,"Esta biblioteca disponibiliza publicações referentes às seguintes áreas ¿ ciências farmacêuticas, biologia, química e saúde pública.
",www.ff.ul.pt,1,76496724-a051-4fde-a161-81ee8a8fef80,POINT (-9.15503557792897 38.7481169437514)
141,145,312,Centro de Documentação e Informação Europeia da Universidade Católica Portuguesa,Caminho de Palma de Cima Univ Católica (Bloco 4) 1º,São Domingos de Benfica,21 721 40 16 ,cde@libri.ucp.pt,www.ucp.pt,,http://ec.europa.eu/,1,70b9f909-f778-429e-8e8d-4a13d6b4ee06,POINT (-9.16613484943465 38.7485313368452)
142,146,313,Biblioteca Universitária João Paulo II - Universidade Católica Portuguesa,Caminho de Palma de Cima Univ Católica (Bloco 4) 1º,São Domingos de Benfica,21 721 40 16,bujp@lisboa.ucp.pt,www.ucp.pt,"A Biblioteca João Paulo II é composta por publicações que abrangem temáticas relacionadas com os cursos aí ministrados - Filosofia, Teologia, Ciências Sociais, Direito, Economia, Gestão, História e Literatura.
",www.ucp.pt,1,efd179af-d4a0-4cf8-9086-a901f4e8c811,POINT (-9.16613484943465 38.7485313368452)
143,147,314,Biblioteca do Instituto de Ciências Sociais,Avenida das Forças Armadas ISCTE (INDEG) ,Alvalade,21 780 47 00,biblioteca@ics.ul.pt,www.ics.ul.pt,"A biblioteca é maioritariamente vocacionada para publicações a área das ciências sociais.

",www.ics.ul.pt,1,f038effc-c414-4a43-bcbb-5b790407d1c2,POINT (-9.15328822357407 38.7487541112195)
144,148,315,Centro de Documentação do Edifício Central do Município,"Campo Grande, 25 ",Alvalade,+351 217 989 506,dsg.cdoc@cm-lisboa.pt,www.cm-lisboa.pt,,-,1,9e12abea-d15b-4410-83cf-2e0a42078b2c,POINT (-9.14989240492167 38.7492785328953)
145,149,316,Biblioteca do Instituto Superior de Ciências do Trabalho e da Empresa,Avenida Professor Aníbal de Bettencourt ISCTE (Edif II) R/C,Alvalade,21 790 30 24,http://biblioteca.iscte.pt/biblioteca@iscte.pt,http://biblioteca.iscte.pt/,"A biblioteca é maioritariamente vocacionada para publicações a área das ciências sociais, empresariais e tecnológicas.
",http://biblioteca.iscte.pt/,1,9318d402-3066-4ebf-b882-6c92baaceae8,POINT (-9.15316347838334 38.7493217518244)
146,150,317,Centro de Documentação do Edifício Central do Campo Grande - CML ,Campo Grande 25 1º Bloco F;,Alvalade,+351 217 989 506 / +351 217 989 637,centro.documentacao@cm-lisboa.pt,,"Serviço de informação que tem como objectivo apoiar a Câmara Municipal de Lisboa e os munícipes através da recolha, tratamento, organização, gestão, pesquisa e disponibilização da documentação produzida a nível municipal e outra de carácter geral.

Aberto ao público em geral.

Inclui uma sala de leitura e consulta de publicações, área de exposições e realização de eventos e zona de acesso à Internet gratuita.

Apoio aos utilizadores na pesquisa e localização de informação e documentação de forma presencial, via telefone, fax ou e-mail.

Leitura presencial de documentação ¿ As publicações (monografias, periódicas, diários e boletins municipais) são de consulta em acesso livre a todos os utilizadores na sala de leitura.

Empréstimo domiciliário para colaboradores da Câmara Municipal de Lisboa (de acordo com as normas)

Internet gratuita  
5 computadores, com acesso à Internet destinados ao público em geral.
O tempo máximo de utilização diária da Internet é de 120 minutos(de acordo com as normas)

Eventos
Ciclos de conferências, palestras, sessões temáticas, lançamentos de livros, concertos musicais, entre outros.
Exposições de artes plásticas  (de acordo com as normas)

", . ,1,00656fd4-ed35-4e81-9679-8b98f88ca901,POINT (-9.15027022953085 38.749419259103)
147,151,318,Centro de Documentação do Museu da Música,Rua João de Freitas Branco Estação de Metro -1,São Domingos de Benfica,21 771 09 90/ 8,mmusica@imc-ip.pt,www.museudamusica.imc-ip.pt,"A biblioteca é especializada em música, nomeadamente organologia, história e teoria da música.
",www.museudamusica.imc-ip.pt,1,6894ca2a-be13-4fdf-84f5-7b827eac638b,POINT (-9.17976624074466 38.7498689064275)
148,152,319,Biblioteca da Faculdade de Medicina Dentária da Universidade de Lisboa,Avenida Professor Gama Pinto Fac Medicina Dentária ,Alvalade,21 792 26 24 ,biblioteca@fmd.ul.pt,www.fmd.ul.pt,,www.fmd.ul.pt,1,462cdec7-81b0-4167-8002-d038df5472c5,POINT (-9.15564124981368 38.7502994199217)
149,153,320,Biblioteca dos Coruchéus,"Rua Alberto de Oliveira
1700-019 Lisboa",Alvalade,+351 218 172 049,bib.corucheus@cm-lisboa.pt,http://blx.cm-lisboa.pt,,CML - Rede BLx,1,01387b9f-a49a-444f-bfca-e7c90500385d,POINT (-9.14422729166216 38.7509714031589)
150,154,321,Palácio Baldaya,Estrada de Benfica 701 A,Benfica,+351 212 696 799,,,"A história do palácio começa em 1783, data da primeira referência escrita que confirma a existência da Quinta do Desembargador, que viria a ser a Quinta da Baldaya. O Palácio foi dado a D. Maria Joanna Baldaya, que lhe deu nome, como presente de casamento, em 1840. Por morte da proprietária e não tendo deixado herdeiros diretos, o palácio teve diferentes usos: nos finais do século XIX funcionou como hotel e no início do século XX foi vendido ao Estado, que ali instalou o Laboratório Nacional de Investigação Veterinária em 1913 que ali funcionou durante um século, reabriu em setembro de 2017 como polo cultural e de inovação.
Além de uma biblioteca, uma ludoteca infantil, um espaço coworking e a sede do Qualifica, o palácio tem magníficos jardins.
",-,1,0b19dc42-468c-40a1-a482-2313f9f13475,POINT (-9.20063108196388 38.750531164318)
151,155,322,Biblioteca Nacional de Portugal,"Campo Grande, 83",Alvalade,+ 351 217 982 000,bn@bnportugal.pt,www.bnportugal.pt,"As origens da Biblioteca Nacional (BN) remontam a 29 de Fevereiro de 1796,data de criação da Real Biblioteca Pública de Corte. Após séculos de instalações precárias e de um constante crescimento do espólio literário, a BN foi inaugurada, em 1969,num edifício construído de raíz, ao Campo Grande, e que ainda hoje ocupa, projetado pelo arq. Porfírio Pardal Monteiro. O edifício encontra-se implantado no centro de um terreno de contornos regulares, rodeado por zonas ajardinadas, cruzadas por arruamentos pedonais calcetados e por vias de circulação automóvel alcatroadas. Traduzindo uma arquitetura civil e científica, as instalações da BN revelaram-se modelares para a época, dispondo de: depósito central em torre, composto por 10 pisos e totalmente construído em betão armado, para além de outros depósitos de menores dimensões; salas de leitura geral, especial (para deficientes visuais),de periódicos, de reservados, de iconografia, de cartografia, de música e de microformas; auditório para conferências e espaços para exposições; áreas adstritas aos serviços de receção e catalogação; e oficinas e laboratórios. Como obra de Estado intimamente vinculada ao modernismo oficial, contou com a participação de vários artistas plásticos, que conferiram ao conjunto uma grande uniformidade estilística. Sob a coordenação de Raul Lino trabalharam nomes como: Guilherme Camarinha (tapeçaria historicista da Sala de Leitura Geral); Lino António (painéis a fresco do Vestíbulo); Martins Correia (estátua de Fernão Lopes); Joaquim Correia (estátua de Gil Vicente); Álvaro de Brée (estátua de Eça de Queirós); Euclides Vaz (estátua de Luís de Camões); Leopoldo Almeida (baixos-relevos da fachada principal); entre outros. Nos últimos anos, a BN tem acolhido numerosos legados, sem sacrificar a fisionomia modernista do edifício, entendido como um todo artístico. Tanto o edifício, como os jardins envolventes estão classificados como Monumento de Interesse Público.","Turismo, www.bnportugal.pt",1,04a4ef10-8c91-4fc7-9cf7-a9d4fcb1c747,POINT (-9.1518632389118 38.7509684603801)
152,156,323,Biblioteca da Faculdade de Direito da Universidade de Lisboa,Alameda da Universidade Fac Direito R/C,Alvalade,21 798 46 80,biblioteca@fd.ul.pt,www.fd.ul.pt,,www.fd.ul.pt,1,8b57f48e-994d-4f29-87a4-d2a426219f60,POINT (-9.15730386815259 38.7521993475672)
153,157,324,Centro de Documentação Europeia da Universidade de Lisboa,Alameda da Universidade Fac Direito,Alvalade,21 017 01 84/183  ,cdeul@fd.ul.pt ; cgodinho@fd.ul.pt,www.fd.ul.pt,"Dispõe um acervo referente a documentação sobre a União Europeia.
",www.fd.ul.pt,1,9bfba41c-ea66-4475-a679-4de76bffc8cf,POINT (-9.15729249489963 38.7522084550492)
154,158,325,Biblioteca da Faculdade de Psicologia e Ciências da Educação da Universidade Nova de Lisboa,Alameda da Universidade Fac Psic e Ciências da Educação ,Alvalade,21 794 38 91 / 21 794 38 92,,www.fpce.ul.pt,,www.fpce.ul.pt,1,818cac66-18bd-4381-9168-fc4ab4590723,POINT (-9.15571789831272 38.7525813254471)
155,159,326,Serviços de Documentação da Universidade de Lisboa,Alameda da Universidade Reitoria ,Alvalade,21 011 34 31/30,sdul@reitoria.ul.pt,http://ulisses.sibul.ul.pt/sdul/html/index.htm,"Possui publicações referentes às áreas pedagógicas, académicas e científicas da Universidade de Lisboa, bem como documentação referente ao Ensino Superior e às Ciências da Informação.
",http://ulisses.sibul.ul.pt/sdul/html/index.htm,1,24e8e40f-2135-45ff-abe3-da970e84d5ca,POINT (-9.15819912117594 38.752743059767)
156,160,327,Biblioteca Chaves Caminha,Avenida do Rio de Janeiro 30A R/C,Alvalade,21 849 59 63,biblioteca.caminha@sapo.pt,www.jf-sjbrito.pt,"Biblioteca da Junta de Freguesia de São João de Brito.
",www.jf-sjbrito.pt,1,408a74ca-f686-4eef-a3f7-fa984fa91d6e,POINT (-9.13783287962467 38.7529852371035)
157,161,328,Biblioteca Genealógica de Lisboa,Avenida Almirante Gago Coutinho 93 R/C,Alvalade,21 846 30 67,,www.biblioteca-genealogica-lisboa.org,"Biblioteca especializada em Genealogia, disponibiliza as obras de referência para consulta.
",www.biblioteca-genealogica-lisboa.org,1,e612764c-d798-49ed-932d-7f82b23d7609,POINT (-9.13082028824271 38.7534097474524)
158,162,329,Biblioteca da Faculdade de Letras da Universidade de Lisboa,Alameda da Universidade Fac Letras R/C,Alvalade,21 792 00 28,bib.informacoes@fl.ul.pt,www.fl.ul.pt,"A biblioteca da Faculdade de Letras foi originada na Biblioteca do Curso Superior de Letras, que foi fundado em 1859 por Dom Pedro V. Possui uma colecção de livros raros dos séculos XVI, XVII, XVIII, XIX e XX e foi sendo enriquecida ao longo dos anos pela doação de entidades públicas ""Academia Real das Ciências de Lisboa e Academia de História""  e de diversos intelectuais e professores que aí leccionaram. 
",www.fl.ul.pt,1,61bf1ed1-f1d1-49ee-8b58-01f60000925e,POINT (-9.15791575215276 38.7536907829205)
159,163,330,Centro de Documentação e Informação (CDI) - Coordenação Nacional para a Infecção VIH/Sida,Estrada da Luz 151 R/C,São Domingos de Benfica, 21 722 08 55 / 21 722 0851,cdi@sida.acs.min-saude.pt,www.sida.pt,"O seu objectivo existencial é o de disponibilizar informação e documentação a todos os interessados na temática da SIDA.
",www.sida.pt,1,4864b51c-6d62-49ad-acaa-50c2d088ef75,POINT (-9.17498881415291 38.7537482714365)
160,164,331,Arquivo Nacional Torre do Tombo,Alameda da Universidade ,Alvalade,+351 210 037 100,mail@antt.dgarq.gov.pt,antt.dgarq.gov.pt,"Edifício inaugurado em 1992, segundo projeto do arq. Arsénio Cordeiro. Para além da imponência arquitetónica, é sobretudo significativo pelo acervo documental que preserva, em cerca de 100 km de extensão de prateleiras. O documento mais antigo data do ano 882. Desde o final do séc. XIV, o principal arquivo português tem a designação de Torre do Tombo, nome que adveio do facto dos principais documentos do Reino, tal como o Livro do Tombo, se guardarem na torre albarrã do Castelo de S. Jorge. 
Destruída a torre pelo terramoto de 1755, a documentação remanescente foi transferida para o Convento de S. Bento da Saúde, atual Assembleia da República, onde permaneceu até à inauguração deste novo espaço. Recentemente, o organismo Arquivos Nacionais/Torre do Tombo, que resultou da fusão, em 1992,da Torre do Tombo com o Instituto Português de Arquivos, foi substituído pelo Instituto dos Arquivos Nacionais/Torre do Tombo, criado em 1997.
",http://antt.dgarq.gov.pt/,1,ce5233bb-79cf-4c09-bcf2-7cf979c4e67b,POINT (-9.15602398030957 38.7542148887629)
161,165,332,Hemeroteca Municipal de Lisboa,"Rua Lúcio de Azevedo, 21B, 1600-772 Lisboa",São Domingos de Benfica,+ 351 21 817 2430,hemeroteca@cm-lisboa.pt,http://hemerotecadigital.cm-lisboa.pt,"Coleção principal: publicações periódicas

¿	Empréstimo gratuito ca coleção especializada em comunicação social
¿	Jornais e revistas do dia
¿	Hemeroteca Digital
¿	Reserva de títulos
¿	Pedido de títulos de outras Bibliotecas de Lisboa
¿	Apoio na procura de títulos, temas e informação em geral
¿	Apoio na pesquisa de informação em publicações periódicas
¿	Catálogo on-line
¿	PC com internet para uso gratuito
¿	Wi-Fi gratuito
¿	Reprografia
¿	Serviço de Digitalização e Imagem
¿	Tomadas elétricas para portátil e tablet
¿	Mesas, cadeiras e sofás para estudo ou lazer
¿	Sala para grupos

¿	Site: http://blx.cm-lisboa.pt  e Hemerotecadigital.cm-lisboa.pt
¿	Catálogo: http://catalogolx.cm-lisboa.pt
¿	Facebook: www.facebook.com/bibliotecasdelisboa
¿	Youtube: https://www.youtube.com/user/blxcml 
¿	Twiter: https://twitter.com/HDigitalLX 
¿	Flickr: https://www.flickr.com/photos/hemerotecadigital/

A coleção da Hemeroteca é alimentada por Depósito Legal desde 1932. Outros títulos mais antigos ingressaram na coleção por compra, doação, ou são provenientes do fundo antigo de outras bibliotecas e serviços da CML. O título mais antigo na coleção é a Gazeta de Lisboa, com início de publicação em 1715. 

A coleção da Hemeroteca tem mais de 10 km lineares.

",CML - Rede BLx,1,6d583355-2776-40a4-93ab-7800133581ad,POINT (-9.17258551116267 38.7548986009489)
162,166,333,Biblioteca da Faculdade de Ciências de Lisboa,Campo Grande Fac Ciências (Edif C4) R/C,Alvalade,21 750 00 00,info.fcul@fc.ul.pt,http://bibcentral.fc.ul.pt/,,http://bibcentral.fc.ul.pt/,1,8131ace7-eb8c-4163-b4e3-bfe572fa12a3,POINT (-9.15630016525915 38.756294855213)
163,167,334,Fundação Raquel e Martin Sain,"Rua João Saraiva, 11",Alvalade,+351 218 480 136,fundacaosain@gmail.com,,,-,1,0597168d-f05a-4a95-bea2-d3db616eca80,POINT (-9.14261221060595 38.756432191861)
164,168,335,Biblioteca Central Instituto Superior Engenharia Lisboa (ISEL),Rua Conselheiro Emídio Navarro ISEL R/C,Marvila,21 831 70 44/21 831 70 45,biblioteca@sa.isel.pt,www.isel.pt,,www.isel.pt,1,0a2199b5-94b0-475f-a671-5b003e725037,POINT (-9.11692017427706 38.7568898204701)
165,169,336,Biblioteca Jacques Delors,"Edifício Caleidoscópio, Jardim do Campo Grande
1700-090 Lisboa",Alvalade,+351 210 170 113, biblioteca@ciejd.pt,www.eurocid.pt ,"Especializada em assuntos europeus, disponibiliza aos cidadãos um acervo com mais de 95.000 documentos, para pesquisar no catálogo: https://infoeuropa.eurocid.pt/.

",celia.santos@ciejd.pt ,1,8c78537c-3d94-432c-8617-baf14caba59e,POINT (-9.15403561687619 38.7568661356397)
166,170,337,Caleidoscópio,Campo Grande ,Alvalade,,reitoria@ulisboa.pt,https://www.ulisboa.pt/info/caleidoscopio,"Aberto 24h por dia, todos os dias, o Caleidoscópio, dispõe duma sala de estudo com 175 lugares, uma área de exposições de 140m2 e um Anfiteatro com capacidade de 72 lugares, rede wi-fi Eduroam bem como equipamentos de impressão.
",-,1,073056cd-747a-43eb-9a68-133fa44333d2,POINT (-9.15398160445561 38.7568669145992)
167,171,338,Biblioteca Universitária Victor de Sá - Universidade Lusófona de Humanidades e Tecnologias,Campo Grande 380B R/C;,Alvalade,21 751 55 00 ,informacoes.biblioteca@ulusofona.pt,http://biblioteca.ulusofona.pt/,,http://biblioteca.ulusofona.pt/,1,db5854c6-390e-450b-9c6c-a6599af1b21f,POINT (-9.15386790838386 38.7585659996692)
168,173,340,Biblioteca Orlando Ribeiro,"Antigo Solar da Nora
Estrada de Telheiras, 146 
",Lumiar,+351 218 172 660,bib.oribeiro@cm-lisboa.pt,http://blx.cm-lisboa.pt,"A Biblioteca localiza-se no núcleo histórico de Telheiras, que integra as zonas envolventes da Quinta de S. Vicente e o Convento das Portas do Céu. O novo equipamento, criado no antigo Solar da Nora (casa senhorial do século XVIII), ocupa uma frente de 66 metros na extremidade poente do que resta da antiga Estrada de Telheiras. A biblioteca é dedicada à geografia e às viagens e integra dois edifícios: um pré-existente, o Solar da Nora, e um outro construído de raíz. A ligação entre as duas estruturas faz-se através do pátio original e de uma ponte coberta. O projecto ficou a cargo do arquitecto Duarte Nuno Simões que, durante o projecto de restauração, procurou respeitar inteiramente as características do edifício original. Foi também sua preocupação manter, por exemplo, a maquinaria da antiga nora e o poço. O antigo solar inclui a sala de atendimento e a parte principal da biblioteca, ao longo de três pisos. Nas várias salas foram criados ambientes distintos: sofás, espaços para estudo individual e mesas para trabalhos de grupo. As secretárias foram praticamente abolidas, para favorecer a interacção entre funcionários e visitantes. No edifício novo encontra-se um espaço dedicado às crianças. Música, desenho e teatro são algumas das actividades que aqui podem ser desenvolvidas. No novo edifício existe ainda um auditório com 140 lugares, preparado para receber representações teatrais, concertos de música de câmara e conferências. Junto ao auditório foi instalada uma pequena cafetaria de apoio, destinada a servir o público da biblioteca.",CML - Rede BLx,1,059bebf0-1a62-44dd-8330-6ab5b8c16687,POINT (-9.16912613505569 38.7597783717189)
169,175,342,Biblioteca do Instituto Superior de Línguas e Administração,Estrada da Correia 53 R/C,Carnide,21 030 99 00,marlene-isabel.nunes@lx.isla.pt,www.isla.pt,"A biblioteca dispõe de um acervo especializado em Gestão, Marketing, Turismo/Hotelaria, a par de publicações de âmbito geral.
",www.isla.pt,1,0cb6c06a-110e-4748-aeaf-330b198c1ae6,POINT (-9.19327738776271 38.760156131647)
170,176,343,Biblioteca dos Olivais,Rua Cidade de Lobito;,Olivais,+351 218 507 100,bib.olivais.emp@jf-olivais.pt,,,CML - Rede BLx,1,f04cddd7-4a54-4fb3-9ae9-0757bb04e332,POINT (-9.11304408829389 38.7635667158892)
